user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
20150700_S15_14	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.8	0.91	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.8	0.91	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 87.23, 0.85; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.66, 0.67; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 78.06, 0.13; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.71, 0.17; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.67, 0.17; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 77.64, 0.11; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 77.45, 0.13; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 77.01, 0.14; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 77.0, 0.1; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 76.59, 0.11	97.86	11	N/A	N/A
20150700_S15_2	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.18	0.94	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	98.13	0.6	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.78, 0.82; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.16, 0.84; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.31, 0.56; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.33, 0.3	97.71	11	N/A	N/A
20150700_S24_16	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.54	0.96	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.54	0.96	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 87.08, 0.88; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 83.93, 0.58; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.72, 0.13; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.37, 0.17; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 77.25, 0.12; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 76.63, 0.09; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 76.62, 0.1; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 76.52, 0.14; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 76.5, 0.11; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 76.15, 0.11	51.57	11	N/A	N/A
20150700_S24_3	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.78	0.95	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.78	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.76, 0.59; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.38, 0.83; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.03, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.37, 0.57; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.95, 0.3	97.71	11	N/A	N/A
20150700_S25_13	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.66	0.97	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.96	0.61	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.91, 0.85; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.25, 0.86; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.42, 0.59; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.07, 0.33	97.71	11	N/A	N/A
20150700_S25_6	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.8	0.9	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.8	0.9	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 87.38, 0.78; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.75, 0.68; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 77.88, 0.13; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 77.75, 0.11; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.69, 0.17; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.59, 0.17; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 77.54, 0.11; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 77.19, 0.1; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 76.94, 0.13; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 76.49, 0.11	97.86	11	N/A	N/A
20150700_S34_6	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.9	0.99	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	98.11	0.66	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.17, 0.91; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.68, 0.89; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.3, 0.64; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.13, 0.32	97.71	11	N/A	N/A
20150700_S35_10	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.83	0.99	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.99	0.65	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.88, 0.89; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.36, 0.88; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.43, 0.62; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.08, 0.33	97.71	11	N/A	N/A
20160700_E13_2	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.7	0.94	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.7	0.94	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.5, 0.87; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.14, 0.87; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.61, 0.58; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.35, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.2, 0.35	96.21	11	N/A	N/A
20160700_E14_4	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.72	0.94	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.72	0.94	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.68, 0.83; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.13, 0.86; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.4, 0.59; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.45, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.17, 0.33	97.85	11	N/A	N/A
20160700_E15_6	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.61	0.94	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.61	0.94	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.67, 0.85; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.1, 0.88; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.83, 0.6; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.33, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.27, 0.35	94.61	11	N/A	N/A
20160700_E25_10	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.58	0.91	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.58	0.91	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 89.98, 0.76; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 89.29, 0.85; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.52, 0.64; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 80.95, 0.58; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.54, 0.52; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.11, 0.23; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 77.88, 0.29	49.81	11	N/A	N/A
20160700_E25_17	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	GCA_003164755.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	99.92	0.93	GCA_003164755.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	99.92	0.93	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 89.24, 0.76; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 79.84, 0.47; GCA_017883485.1, s__Methanosarcina sp017883485, 95.0, 78.67, 0.39; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 77.78, 0.28; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 77.67, 0.25; GCF_002287235.1, s__Methanosarcina spelaei, 95.0, 77.61, 0.27; GCF_001304615.2, s__Methanosarcina flavescens, 95.0, 77.58, 0.23; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 77.57, 0.26; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 77.56, 0.25; GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 77.54, 0.26; GCF_000969905.1, s__Methanosarcina vacuolata, 95.0, 77.53, 0.28; GCF_004099695.1, s__Methanosarcina sp004099695, 95.0, 77.51, 0.23; GCF_000195895.1, s__Methanosarcina barkeri_B, 95.0, 77.46, 0.28; GCF_000007345.1, s__Methanosarcina acetivorans, 95.0, 77.35, 0.22; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 77.34, 0.22; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 77.32, 0.28; GCF_000969965.1, s__Methanosarcina sp000969965, 95.0, 77.24, 0.21; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 77.21, 0.21; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 77.17, 0.22; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 77.16, 0.17; GCA_013331275.1, s__Methanosarcina sp11020u, 95.0, 77.06, 0.24; GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 77.05, 0.21; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 77.04, 0.19; GCA_013331265.1, s__Methanosarcina sp10923u, 95.0, 76.74, 0.16; GCA_013330315.1, s__Methanosarcina sp8098u, 95.0, 76.48, 0.12	93.47	11	N/A	N/A
20160700_E25_7	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	N/A	N/A	N/A	N/A	N/A	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	91.69	0.82	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 92.02, 0.74; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 87.79, 0.8; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.02, 0.56; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 80.84, 0.56; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.54, 0.51; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.18, 0.27; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.02, 0.23	76.22	11	0.9941613828685331	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
20160700_E33_8	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.77	0.93	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.77	0.93	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.57, 0.86; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.18, 0.88; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.58, 0.59; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.41, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.1, 0.34	97.85	11	N/A	N/A
20160700_E34_1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.63	0.97	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.63	0.97	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.35, 0.92; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.13, 0.92; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.13, 0.7; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.47, 0.65; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.04, 0.39	66.98	11	N/A	N/A
20160700_E35_8	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.6	0.92	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.6	0.92	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.46, 0.87; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.0, 0.87; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.37, 0.6; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.42, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.17, 0.33	84.12	11	N/A	N/A
20160700_S15_10	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.98	0.59	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.98	0.59	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 97.83, 0.9; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.3, 0.79; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.97, 0.81; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.18, 0.57; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.15, 0.31	97.71	11	N/A	N/A
20160700_S25_1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.68	0.98	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.91	0.65	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.99, 0.89; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.44, 0.88; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.39, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.97, 0.32	97.71	11	N/A	N/A
20160700_S34_15	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.68	0.96	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.68	0.96	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.0, 0.64; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.34, 0.85; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.98, 0.84; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.17, 0.59; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.9, 0.3	94.51	11	N/A	N/A
20160700_S35_7	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.58	0.98	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.58	0.98	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.51, 0.66; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.06, 0.88; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.42, 0.88; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.54, 0.64; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.28, 0.32	98.89	11	N/A	N/A
20170700_E14_9	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.92	0.92	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.92	0.92	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.68, 0.65; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.03, 0.85; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.36, 0.83; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.34, 0.58; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.93, 0.31	94.58	11	N/A	N/A
