Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
rhamnogalacturonan lyase (CJA_3559) (Rgl11A)	4.2.2.23	pubmed	Cellvibrio japonicus Ueda107	ACE83155.1	B3PGW4Q9AF09		Bacteria	7	PL11
rhamnogalacturonan lyase (CJA_3559) (Rgl11A)	4.2.2.23	pubmed	Cellvibrio japonicus Ueda107	AAK20911.1	B3PGW4Q9AF09		Bacteria	7	PL11
rhamnogalacturonan lyase Y (Rgl11Y;Ccel_0739) (Rgl11Y)	4.2.2.23	pubmed	Ruminiclostridium cellulolyticum H10	ACL75117.1	B8I7W0Q9EYQ1		Bacteria	7	PL11
rhamnogalacturonan lyase Y (Rgl11Y;Ccel_0739) (Rgl11Y)	4.2.2.23	pubmed	Ruminiclostridium cellulolyticum H10	AAG45161.1	B8I7W0Q9EYQ1		Bacteria	7	PL11
oligogalacturonate lyase (Ogl;Dda3937_03686)	4.2.2.6	pubmed	Dickeya dadantii 3937	ADM98639.1	P21258		Bacteria	3	PL22
oligogalacturonate lyase (Ogl;Dda3937_03686)	4.2.2.6	pubmed	Dickeya dadantii 3937	AAA24825.1	P21258		Bacteria	3	PL22
oligogalacturonate lyase (Ogl;YE1876)	4.2.2.6	pubmed	Yersinia enterocolitica subsp. enterocolitica 8081	CAL11955.1	A1JMA5	3PE7[A]	Bacteria	3	PL22
pectin lyase (Ply;PlyAI4)	4.2.2.2	doi	Bacillus sp. I4	AFE82287.1	K7P631		Bacteria	22	PL3
pectate lyase (Pel-15)	4.2.2.2	pubmed	Bacillus sp. KSM-P15	BAA87892.1	Q9RHW0	1EE6[A]	Bacteria	22	PL3
pectate lyase (Pel-15)	4.2.2.2	pubmed	Bacillus sp. KSM-P15	CAI48000.1	Q9RHW0	1EE6[A]	Bacteria	22	PL3
pectate lyase C  (PelC;YvpA;BSU34950)	4.2.2.2	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAB15500.1	A0A6M4JPI7O34310		Bacteria	22	PL3
pectate lyase C  (PelC;YvpA;BSU34950)	4.2.2.2	pubmed	Bacillus subtilis subsp. subtilis str. 168	AAC67291.1	A0A6M4JPI7O34310		Bacteria	22	PL3
pectate lyase C  (PelC;YvpA;BSU34950)	4.2.2.2	pubmed	Bacillus subtilis subsp. subtilis str. 168	AIY94809.1	A0A6M4JPI7O34310		Bacteria	22	PL3
pectate lyase C  (PelC;YvpA;BSU34950)	4.2.2.2	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR83530.1	A0A6M4JPI7O34310		Bacteria	22	PL3
pectate lyase C  (PelC;YvpA;BSU34950)	4.2.2.2	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR87745.1	A0A6M4JPI7O34310		Bacteria	22	PL3
pectate lyase C  (PelC;YvpA;BSU34950)	4.2.2.2	pubmed	Bacillus subtilis subsp. subtilis str. 168	NP_391375.1	A0A6M4JPI7O34310		Bacteria	22	PL3
pectate lyase (PecB;Athe_1854;Cbes_1854;Cbes1854)	4.2.2.2	pubmed	Caldicellulosiruptor bescii DSM 6725	ACM60942.1	B9MKT4	3T9G[A,B]4EW9[A,B]4YZ0[A,B]4YZA[A,B]4YZQ[A,B]4YZX[A,B]4Z03[A,B]4Z05[A,B]4Z06[A,B]	Bacteria	22	PL3
pectate lyase I (PelI;Dda3937_00058)	4.2.2.2	pubmed	Dickeya dadantii 3937	ADM99410.1	E0SM75O50325	3B4N[A,B]3B8Y[A,B]3B90[A,B]	Bacteria	22	PL3
pectate lyase I (PelI;Dda3937_00058)	4.2.2.2	pubmed	Dickeya dadantii 3937	CAA73784.1	E0SM75O50325	3B4N[A,B]3B8Y[A,B]3B90[A,B]	Bacteria	22	PL3
pectate lyase (PelA)	4.2.2.2	pubmed	Paenibacillus amylolyticus 27C64	ADB78774.1	D3JTC1		Bacteria	22	PL3
pectate lyase A (PelA)	4.2.2.2	pubmed	Paenibacillus barcinonensis BP-23	CAB40884.1	Q9X6Z2		Bacteria	22	PL3
pectate lyase PelB	4.2.2.2	pubmed	Pectobacterium carotovorum SCC3193	CAA55814.1	Q47471		Bacteria	22	PL3
pectate lyase PelB	4.2.2.2	pubmed	Pectobacterium carotovorum SCC3193	ABH65327.1	Q47471		Bacteria	22	PL3
pectate lyase (Pel3;Pel-3)	4.2.2.2	pubmed	Pectobacterium carotovorum SUBSP. CAROTOVORA 71	AAA57140.1	Q47465	4U49[A,B]4U4B[A]	Bacteria	22	PL3
pectate lyase (Pel3;Pel-3)	4.2.2.2	pubmed	Pectobacterium carotovorum SUBSP. CAROTOVORA 71	ABH65326.1	Q47465	4U49[A,B]4U4B[A]	Bacteria	22	PL3
endo-pectate lyase I (PelA;PL I)	4.2.2.2	pubmed	Streptomyces thermocarboxydus B-1	BAH85845.1	C6L867		Bacteria	22	PL3
rhamnogalacturonate lyase (RhiE;Dda3937_01465)	4.2.2.23	pubmed	Dickeya dadantii 3937	CAD27359.1	Q8RJP2		Bacteria	6	PL4
rhamnogalacturonate lyase (RhiE;Dda3937_01465)	4.2.2.23	pubmed	Dickeya dadantii 3937	ADM97186.1	Q8RJP2		Bacteria	6	PL4
rhamnogalacturonan α-1,2-galacturonohydrolase (BT0997)	3.2.1.173	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO76104.1	Q8A920		Bacteria	3	GH138
bimodular 2-keto-3-deoxy-D-lyxo-heptulosaric acid (Dha) hydrolase / β-L-arabinofuranosidase (BT_1020; BT1020)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO76127.1	Q8A8Z7	5MQR[A]5MQS[A]	Bacteria	2	GH143
pectin methylesterase (CtPME; Cthe_2949)	3.1.1.11		Acetivibrio thermocellus ATCC 27405	ABN54147.1	A3DJL8		Bacteria	48	CE8
pectin methylesterase (BliPME;BLi03498;BL00724)	3.1.1.11		Bacillus licheniformis DSM 13 = ATCC 14580	AAU42325.1	Q65F39		Bacteria	48	CE8
pectin methylesterase (BliPME;BLi03498;BL00724)	3.1.1.11		Bacillus licheniformis DSM 13 = ATCC 14580	AAU24956.1	Q65F39		Bacteria	48	CE8
pectin methylesterase (BliPME;BLi03498;BL00724)	3.1.1.11		Bacillus licheniformis DSM 13 = ATCC 14580	CAM31741.1	Q65F39		Bacteria	48	CE8
pectin methyl esterase (PmeA)	3.1.1.11		Dickeya chrysanthemi B374 /B364 (NCPPB898)	CAA68628.1	P0C1A8	1QJV[A,B]	Bacteria	48	CE8
pectin methylesterase A (PemA;PEM;Ec-PME;Dda3937_03374)	3.1.1.11		Dickeya dadantii 3937	ADM99554.1	P0C1A9	2NSP[A,B]2NST[A,B]2NT6[A,B]2NT9[A,B]2NTB[A,B]2NTP[A,B]2NTQ[A,B]	Bacteria	48	CE8
pectin methylesterase A (PemA;PEM;Ec-PME;Dda3937_03374)	3.1.1.11		Dickeya dadantii 3937	AAA24852.1	P0C1A9	2NSP[A,B]2NST[A,B]2NT6[A,B]2NT9[A,B]2NTB[A,B]2NTP[A,B]2NTQ[A,B]	Bacteria	48	CE8
pectin methylesterase A (PemA;PEM;Ec-PME;Dda3937_03374)	3.1.1.11		Dickeya dadantii 3937	AAR64146.1	P0C1A9	2NSP[A,B]2NST[A,B]2NT6[A,B]2NT9[A,B]2NTB[A,B]2NTP[A,B]2NTQ[A,B]	Bacteria	48	CE8
pectin methylesterase B (PemB;Dda3937_03435)	3.1.1.11		Dickeya dadantii 3937	ADM98093.1	Q47474		Bacteria	48	CE8
pectin methylesterase B (PemB;Dda3937_03435)	3.1.1.11		Dickeya dadantii 3937	CAA59151.1	Q47474		Bacteria	48	CE8
[oligo-ulvan] d-4,5-unsaturated β-glucuronyl hydrolase (LOR_28)	3.2.1.-	doi	Alteromonas sp. LOR	WP_032096149.1			Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (BSU30120; YteR)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAB14990.1	O34559	1NC5[A]2D8L[A]2GH4[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (BSU30120; YteR)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	AIY94337.1	O34559	1NC5[A]2D8L[A]2GH4[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (BSU30120; YteR)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR83039.1	O34559	1NC5[A]2D8L[A]2GH4[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (BSU30120; YteR)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR87254.1	O34559	1NC5[A]2D8L[A]2GH4[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (BSU30120; YteR)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAB14990.3	O34559	1NC5[A]2D8L[A]2GH4[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (YesR;BSU07000)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAB12519.1	A0A6M3Z856O31521		Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (YesR;BSU07000)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	AIY91992.1	A0A6M3Z856O31521		Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (YesR;BSU07000)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR80656.1	A0A6M3Z856O31521		Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (YesR;BSU07000)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR84869.1	A0A6M3Z856O31521		Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase (YesR;BSU07000)	3.2.1.172	pubmed	Bacillus subtilis subsp. subtilis str. 168	NP_388581.1	A0A6M3Z856O31521		Bacteria	11	GH105
d-4,5-unsaturated α-galacturonidase (cleaves d-4,5-unsaturated-α-Galp-α-1,4-D-Galp; BT1011)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO76118.1	Q8A906		Bacteria	11	GH105
d-4,5-unsaturated α-galacturonidase (cleaves d-4,5-unsaturated-α-Galp-α-1,4-D-Galp; BT1011)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_809924.1	Q8A906		Bacteria	11	GH105
d-4,5-unsaturated α-homogalacturonyl hydrolase /  d-4,5-unsaturated α-galacturonidase(BT4108;BT_4108)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79213.1	Q8A0B3		Bacteria	11	GH105
d-4,5-unsaturated α-homogalacturonyl hydrolase /  d-4,5-unsaturated α-galacturonidase(BT4108;BT_4108)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_813019.1	Q8A0B3		Bacteria	11	GH105
d-4,5-unsaturated β-glucuronyl hydrolase (BT3687;BT_3687)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO78792.1	Q8A1H4	5NOA[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase active on DP2 (BT4176;BT_4176)	3.2.1.172	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79281.1	Q8A045	3K11[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase active on DP2 (BT4176;BT_4176)	3.2.1.172	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_813087.1	Q8A045	3K11[A]	Bacteria	11	GH105
unsaturated rhamnogalacturonyl hydrolase active on DP > or = 4 (BT4174;BT_4174)	3.2.1.172	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79279.1	Q8A047		Bacteria	11	GH105
[oligo-ulvan] d-4,5-unsaturated β-glucuronyl hydrolase (BN863_22220)	3.2.1.-	doi	Formosa agariphila KMM 3901	CDF79934.1	T2KPL9		Bacteria	11	GH105
unsaturated β-glucuronyl hydrolase (Nu_GH105)	3.2.1.-	pubmed	Nonlabens ulvanivorans PLR	AFQ98272.1	L7P9J4	4CE7[A,B,C]	Bacteria	11	GH105
rhamnogalacturonan acetylesterase 12A (Cthe_3141) (Rgae12A)	3.1.1.-		Acetivibrio thermocellus ATCC 27405	ABN54336.1	A3DK57		Bacteria	9	CE12
3O-acetyl-homogalacturonan-specific [pectin] acetylesterase (BliPAE;BLi04100;BL00567)	3.1.1.-		Bacillus licheniformis DSM 13 = ATCC 14580	AAU42913.1	Q62NX1Q65DF1		Bacteria	9	CE12
3O-acetyl-homogalacturonan-specific [pectin] acetylesterase (BliPAE;BLi04100;BL00567)	3.1.1.-		Bacillus licheniformis DSM 13 = ATCC 14580	AAU25540.1	Q62NX1Q65DF1		Bacteria	9	CE12
cephalosporin C deacetylase	3.1.1.-		Bacillus sp. KCCM10143	AAF25818.1	Q9L936		Bacteria	9	CE12
acetyl xylan esterase (YesT;BSU07020)	3.1.1.72		Bacillus subtilis subsp. subtilis str. 168	CAB12521.1	A0A6M3Z8C9O31523		Bacteria	9	CE12
acetyl xylan esterase (YesT;BSU07020)	3.1.1.72		Bacillus subtilis subsp. subtilis str. 168	AIY91994.1	A0A6M3Z8C9O31523		Bacteria	9	CE12
acetyl xylan esterase (YesT;BSU07020)	3.1.1.72		Bacillus subtilis subsp. subtilis str. 168	AQR80658.1	A0A6M3Z8C9O31523		Bacteria	9	CE12
acetyl xylan esterase (YesT;BSU07020)	3.1.1.72		Bacillus subtilis subsp. subtilis str. 168	AQR84871.1	A0A6M3Z8C9O31523		Bacteria	9	CE12
acetyl xylan esterase (YesT;BSU07020)	3.1.1.72		Bacillus subtilis subsp. subtilis str. 168	NP_388583.1	A0A6M3Z8C9O31523		Bacteria	9	CE12
pectin acetylesterase (YesY;BsPAE;BSU07070)	3.1.1.-		Bacillus subtilis subsp. subtilis str. 168	CAB12526.1	A0A6M3Z8U9O31528		Bacteria	9	CE12
pectin acetylesterase (YesY;BsPAE;BSU07070)	3.1.1.-		Bacillus subtilis subsp. subtilis str. 168	AIY91998.1	A0A6M3Z8U9O31528		Bacteria	9	CE12
pectin acetylesterase (YesY;BsPAE;BSU07070)	3.1.1.-		Bacillus subtilis subsp. subtilis str. 168	AQR80663.1	A0A6M3Z8U9O31528		Bacteria	9	CE12
pectin acetylesterase (YesY;BsPAE;BSU07070)	3.1.1.-		Bacillus subtilis subsp. subtilis str. 168	AQR84876.1	A0A6M3Z8U9O31528		Bacteria	9	CE12
pectin acetylesterase (YesY;BsPAE;BSU07070)	3.1.1.-		Bacillus subtilis subsp. subtilis str. 168	NP_388588.1	A0A6M3Z8U9O31528		Bacteria	9	CE12
pectin acetylesterase (PaeY;Dda3937_03373)	3.1.1.-		Dickeya dadantii 3937	CAA70971.1	E0SAZ4O32563		Bacteria	9	CE12
pectin acetylesterase (PaeY;Dda3937_03373)	3.1.1.-		Dickeya dadantii 3937	ADM99553.1	E0SAZ4O32563		Bacteria	9	CE12
acetyl xylan esterase (Rgae;BH1115)	3.1.1.72		Halalkalibacterium halodurans C-125	BAB04834.1	Q9KDU6		Bacteria	9	CE12
acetyl xylan esterase (Rgae;BH1115)	3.1.1.72		Halalkalibacterium halodurans C-125	NP_241981.1	Q9KDU6		Bacteria	9	CE12
