Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
α-glucuronidase (AguA;Pjdr2_1323)	3.2.1.139	pubmed	Paenibacillus sp. JDR-2	ACS99998.1	A9QDR9		Bacteria	27	GH67
α-glucuronidase (XynF;Orf0393;PBR_0398;00393-GPBOY) (Agu67A)	3.2.1.139	pubmed	Prevotella bryantii B14	ADI70674.1	D7SFH0Q8GBY2		Bacteria	27	GH67
α-glucuronidase (XynF;Orf0393;PBR_0398;00393-GPBOY) (Agu67A)	3.2.1.139	pubmed	Prevotella bryantii B14	CAD21014.1	D7SFH0Q8GBY2		Bacteria	27	GH67
xylan α-1,2-glucuronidase 67A (Agu67A)	3.2.1.131	pubmed	Ruminococcus albus 8	AEE64776.1	E9SDL4		Bacteria	27	GH67
xylan α-1,2-glucuronidase 67A (Agu67A)	3.2.1.131	pubmed	Ruminococcus albus 8	ZP_08159559.1	E9SDL4		Bacteria	27	GH67
α-glucuronidase (AguA;TM0055)	3.2.1.1313.2.1.139	pubmedpubmed	Thermotoga maritima MSB8	AAD35149.1	G4FGX0P96105		Bacteria	27	GH67
α-glucuronidase (AguA;TM0055)	3.2.1.1313.2.1.139	pubmedpubmed	Thermotoga maritima MSB8	AGL48978.1	G4FGX0P96105		Bacteria	27	GH67
α-glucuronidase (AguA;TM0055)	3.2.1.1313.2.1.139	pubmedpubmed	Thermotoga maritima MSB8	AHD18175.1	G4FGX0P96105		Bacteria	27	GH67
α-glucuronidase (AguA;TM0055)	3.2.1.1313.2.1.139	pubmedpubmed	Thermotoga maritima MSB8	AKE27864.1	G4FGX0P96105		Bacteria	27	GH67
α-glucuronidase (AguA;TM0055)	3.2.1.1313.2.1.139	pubmedpubmed	Thermotoga maritima MSB8	CAA70702.1	G4FGX0P96105		Bacteria	27	GH67
α-glucuronidase (AguA;TM0055)	3.2.1.1313.2.1.139	pubmedpubmed	Thermotoga maritima MSB8	NP_227871.1	G4FGX0P96105		Bacteria	27	GH67
α-glucuronidase (Deg75;DEG75)	3.2.1.131	pubmed	uncultured bacterium	AFJ94648.1	I2E7L0		Bacteria	27	GH67
α-glucuronidase (rum630-AG;RUM630-AG)	3.2.1.139	pubmed	uncultured rumen bacterium	AFE48530.1	H9A0B2		Bacteria	27	GH67
